Metrekare,Oda_Sayisi,Bina_Yasi,Fiyat,Lokasyon_B,Lokasyon_C
186,1,23,290000,False,False
102,3,25,302000,False,True
148,3,18,362000,False,True
135,1,44,197000,False,False
157,1,7,293000,True,False
73,2,3,267000,True,False
130,4,29,372000,False,True
169,3,10,399000,False,True
108,5,43,372000,False,True
177,2,5,367000,False,False
163,2,34,295000,False,True
164,5,8,498000,False,True
63,5,14,385000,False,True
58,5,40,328000,True,False
89,1,6,227000,False,True
74,3,1,322000,False,True
152,1,33,236000,False,False
71,3,40,241000,True,False
53,1,11,181000,False,False
78,4,24,330000,False,True
158,3,10,388000,False,True
147,2,44,259000,False,True
86,3,23,290000,False,True
124,3,16,342000,False,True
119,3,37,295000,False,False
195,4,16,463000,False,True
177,1,44,239000,False,True
134,2,31,272000,True,False
91,1,6,229000,True,False
149,1,30,239000,False,True
90,5,37,366000,False,True
83,4,1,381000,False,True
66,5,42,332000,False,True
171,4,25,421000,False,True
125,1,46,183000,False,True
136,1,21,244000,False,False
166,4,35,396000,False,False
155,1,38,229000,False,False
135,1,5,275000,True,False
76,2,49,178000,False,True
106,5,12,432000,True,False
80,5,5,420000,True,False
183,5,9,515000,True,False
147,3,44,309000,False,False
61,2,9,243000,False,True
102,5,35,382000,False,True
187,5,1,535000,True,False
194,2,47,300000,False,False
171,1,10,301000,True,False
95,5,46,353000,True,False
113,1,39,185000,False,True
179,5,36,457000,False,False
103,4,37,329000,False,True
156,3,48,310000,True,False
100,5,35,380000,False,True
85,4,17,351000,True,False
164,2,13,338000,False,False
75,4,6,363000,False,True
78,2,37,204000,False,True
198,5,48,452000,False,True
60,2,32,196000,False,True
89,4,11,367000,False,True
60,3,17,276000,False,False
162,1,5,302000,False,False
88,1,6,226000,False,True
103,3,10,333000,True,False
147,1,33,231000,True,False
104,5,30,394000,False,True
160,5,21,468000,False,True
199,4,42,415000,False,False
118,4,17,384000,False,False
105,2,27,251000,False,True
82,4,3,376000,False,True
85,5,29,377000,True,False
197,4,2,493000,False,False
130,1,29,222000,False,True
158,2,49,260000,False,False
122,2,36,250000,False,True
89,5,34,371000,False,True
66,4,37,292000,False,True
178,1,42,244000,False,True
110,4,1,408000,True,False
153,3,26,351000,False,True
91,4,1,389000,True,False
74,5,4,416000,True,False
88,4,39,310000,False,True
84,2,14,256000,False,False
180,1,46,238000,False,False
157,5,18,471000,False,True
151,3,34,333000,False,True
147,1,1,295000,False,True
61,1,22,167000,False,False
68,2,16,236000,False,False
150,2,22,306000,False,True
93,2,16,261000,False,False
98,5,28,392000,True,False
66,4,28,310000,False,False
123,1,22,229000,False,False
106,4,6,394000,False,True
104,4,25,354000,True,False
96,2,42,212000,False,True
61,4,2,357000,False,False
111,1,7,247000,True,False
129,1,17,245000,False,True
132,3,35,312000,False,False
57,5,20,367000,True,False
198,4,44,410000,False,True
130,5,2,476000,True,False
167,5,7,503000,False,False
74,5,32,360000,False,True
138,5,49,390000,False,False
61,1,19,173000,True,False
192,4,12,468000,False,False
108,3,9,340000,True,False
158,5,27,454000,False,True
75,3,14,297000,False,False
96,1,2,242000,False,True
81,1,21,189000,False,True
59,2,4,251000,False,True
65,5,21,373000,False,True
194,2,48,298000,False,False
75,3,22,281000,False,False
135,4,49,337000,False,True
184,2,2,380000,False,True
63,1,17,179000,True,False
128,5,19,440000,False,True
166,3,40,336000,True,False
56,1,24,158000,True,False
186,4,20,446000,False,True
164,5,38,438000,False,False
121,4,12,397000,True,False
108,4,25,358000,False,False
131,5,23,435000,False,True
165,5,34,447000,False,True
195,4,32,431000,False,True
152,3,24,354000,False,True
66,5,42,332000,True,False
63,1,25,163000,True,False
157,2,3,351000,False,False
94,3,25,294000,False,False
147,5,28,441000,True,False
180,5,12,506000,False,True
86,3,26,284000,False,False
157,2,48,261000,True,False
88,4,44,300000,False,False
64,1,8,198000,True,False
169,5,5,509000,False,True
53,2,11,231000,True,False
142,1,42,208000,False,False
190,3,35,370000,True,False
65,5,27,361000,False,False
157,4,41,375000,False,False
175,3,44,337000,False,False
104,5,38,378000,False,True
83,2,19,245000,False,True
62,1,48,116000,True,False
190,1,32,276000,True,False
67,5,46,325000,False,False
145,3,28,339000,False,True
172,4,36,400000,True,False
88,2,18,252000,True,False
95,5,10,425000,False,True
78,2,32,214000,False,False
111,1,18,225000,True,False
65,4,12,341000,False,False
170,2,8,354000,False,True
59,5,33,343000,False,True
152,4,46,360000,True,False
133,3,38,307000,True,False
182,5,14,504000,False,True
114,2,2,310000,False,False
52,4,9,334000,False,False
191,5,44,453000,False,True
169,4,5,459000,True,False
117,4,34,349000,False,True
195,4,19,457000,True,False
86,2,7,272000,False,False
122,5,39,394000,True,False
192,1,42,258000,False,False
98,1,17,214000,False,True
170,2,26,318000,True,False
137,2,46,245000,False,False
189,4,27,435000,True,False
86,5,43,350000,False,False
110,5,28,404000,False,False
173,3,20,383000,False,True
88,3,6,326000,False,True
112,1,8,246000,True,False
95,3,32,281000,False,False
137,3,19,349000,False,True
60,1,32,146000,True,False
111,1,19,223000,False,True
126,3,24,328000,True,False
101,5,24,403000,False,True
53,3,17,269000,False,True
108,4,18,372000,False,False
121,4,12,397000,False,False
197,4,41,415000,False,True
142,2,23,296000,False,False
112,4,48,316000,False,True
103,5,18,417000,True,False
166,2,16,334000,False,True
159,2,16,327000,False,True
123,4,36,351000,True,False
156,3,23,360000,True,False
106,1,22,212000,False,False
52,3,39,224000,True,False
169,3,33,353000,False,False
55,2,24,207000,False,True
54,2,20,214000,True,False
54,2,33,188000,False,True
103,5,31,391000,False,False
96,5,40,366000,True,False
58,1,8,192000,False,False
148,2,10,328000,False,False
69,4,1,367000,True,False
171,2,21,329000,True,False
110,5,25,410000,False,False
172,2,32,308000,True,False
131,5,46,389000,False,False
111,2,46,219000,False,True
194,4,10,474000,False,True
52,1,48,106000,True,False
62,4,9,344000,True,False
169,5,20,479000,False,True
174,3,48,328000,False,False
138,4,20,398000,False,False
122,2,40,242000,False,False
117,1,7,253000,True,False
191,2,11,369000,False,False
150,2,21,308000,True,False
147,4,38,371000,True,False
60,1,47,116000,True,False
154,3,19,366000,False,True
116,2,46,224000,False,False
172,1,15,292000,True,False
78,3,6,316000,False,False
186,2,10,366000,False,True
125,1,46,183000,False,False
58,4,16,326000,False,True
89,2,45,199000,True,False
74,2,11,252000,True,False
54,1,35,134000,False,True
188,2,8,372000,True,False
173,3,28,367000,False,False
87,2,3,281000,False,False
121,5,2,467000,False,True
182,3,14,404000,False,False
139,1,29,231000,True,False
195,3,47,351000,True,False
86,5,3,430000,True,False
109,5,1,457000,False,False
77,2,15,247000,True,False
130,2,20,290000,False,False
163,4,22,419000,False,True
89,3,34,271000,True,False
94,4,33,328000,False,True
111,5,9,443000,False,False
142,2,3,336000,False,False
164,2,2,360000,False,True
116,2,4,308000,True,False
105,1,16,223000,True,False
89,5,33,373000,True,False
147,2,9,329000,False,True
89,5,40,359000,False,False
140,2,38,264000,False,True
82,3,18,296000,False,False
55,5,16,373000,True,False
196,4,8,480000,True,False
129,1,23,233000,False,False
141,4,36,369000,True,False
146,5,3,490000,False,True
108,2,15,278000,False,False
108,5,38,382000,True,False
97,1,33,181000,True,False
62,5,18,376000,True,False
156,2,23,310000,True,False
94,4,43,308000,False,False
138,3,3,382000,False,False
149,4,30,389000,True,False
56,2,45,166000,False,True
182,2,17,348000,False,True
94,1,32,180000,False,True
107,5,46,365000,False,True
80,5,7,416000,False,False
72,4,39,294000,False,False
187,3,14,409000,False,True
156,3,15,376000,False,False
88,1,44,150000,False,True
131,2,12,307000,True,False
149,1,8,283000,True,False
51,5,16,369000,False,True
126,2,41,244000,False,False
61,1,34,143000,False,True
88,4,46,296000,False,False
62,5,24,364000,True,False
95,3,29,287000,False,False
162,1,16,280000,False,True
66,5,5,406000,True,False
153,5,5,493000,True,False
147,3,30,337000,False,False
137,3,5,377000,True,False
158,3,43,322000,True,False
119,1,13,243000,False,False
123,3,35,303000,True,False
112,4,49,314000,False,True
109,5,25,409000,False,False
128,3,14,350000,False,False
86,5,44,348000,False,False
71,2,46,179000,False,False
197,2,26,345000,False,True
145,3,18,359000,False,False
117,5,20,427000,False,True
66,2,34,198000,False,False
61,3,7,297000,False,False
199,5,47,455000,True,False
194,3,10,424000,True,False
187,5,15,507000,False,True
167,2,17,333000,True,False
71,3,11,299000,False,False
169,2,34,301000,False,True
99,3,27,295000,True,False
63,1,21,171000,False,False
78,2,31,216000,True,False
174,2,4,366000,True,False
56,4,41,274000,True,False
78,2,49,180000,True,False
188,5,17,504000,False,False
82,3,49,234000,True,False
183,1,48,237000,False,True
160,5,20,470000,False,True
128,5,25,428000,True,False
107,5,40,377000,False,True
75,5,23,379000,True,False
78,1,15,198000,False,False
53,4,33,287000,False,False
148,2,19,310000,False,True
190,5,15,510000,False,True
88,2,41,206000,True,False
64,2,5,254000,True,False
168,5,16,486000,True,False
78,4,45,288000,False,False
124,2,48,228000,True,False
165,3,32,351000,False,False
81,2,22,237000,False,True
179,5,43,443000,False,False
133,1,32,219000,False,True
71,2,13,245000,False,False
76,4,38,300000,False,False
130,3,26,328000,True,False
175,3,17,391000,False,True
141,1,5,281000,False,False
70,1,49,122000,False,False
96,2,33,230000,False,True
150,5,27,446000,False,False
133,4,5,423000,False,True
55,3,37,231000,False,True
196,1,7,332000,False,True
180,4,48,384000,False,False
50,5,18,364000,False,False
107,3,31,295000,True,False
173,3,6,411000,False,True
64,5,2,410000,False,False
113,3,13,337000,False,False
74,5,42,340000,False,True
73,3,11,301000,False,True
61,2,26,209000,False,True
67,5,21,375000,True,False
64,4,2,360000,True,False
76,2,40,196000,True,False
121,4,20,381000,False,True
109,3,17,325000,False,False
194,4,16,462000,False,True
142,2,42,258000,False,False
102,5,5,442000,True,False
57,1,14,179000,True,False
128,4,24,380000,True,False
76,1,4,218000,False,False
99,4,48,303000,False,False
180,4,24,432000,False,True
142,5,47,398000,False,True
73,3,9,305000,False,True
109,2,3,303000,True,False
171,2,9,353000,False,True
180,2,18,344000,True,False
197,3,36,375000,False,False
95,1,19,207000,True,False
64,2,24,216000,True,False
66,1,4,208000,True,False
175,3,9,407000,False,False
133,3,33,317000,False,False
58,5,1,406000,False,True
112,2,35,242000,False,True
166,5,10,496000,False,True
179,2,12,355000,False,False
137,3,18,351000,False,False
121,3,14,343000,False,False
188,4,10,468000,False,False
113,4,10,393000,False,False
121,3,18,335000,True,False
70,3,24,272000,False,True
67,1,1,215000,True,False
113,1,30,203000,False,True
131,5,15,451000,True,False
159,4,8,443000,False,False
144,4,35,374000,False,True
81,3,18,295000,True,False
60,3,41,228000,False,True
94,5,16,412000,False,False
82,4,21,340000,False,False
151,1,15,271000,False,True
185,2,5,375000,False,True
60,5,45,320000,False,False
137,2,7,323000,False,False
90,1,48,144000,False,False
194,1,7,330000,True,False
125,2,27,271000,False,True
170,5,25,470000,False,False
95,2,22,251000,False,True
129,5,48,383000,True,False
103,5,13,427000,True,False
135,3,17,351000,False,False
141,4,41,359000,False,True
197,4,44,409000,True,False
146,1,13,270000,False,True
51,3,26,249000,False,True
82,4,9,364000,False,False
126,5,5,466000,True,False
165,5,39,437000,True,False
199,2,33,333000,True,False
152,2,4,344000,False,True
152,5,28,446000,True,False
139,5,26,437000,True,False
171,2,4,363000,False,True
192,4,16,460000,True,False
155,1,37,231000,True,False
168,2,22,324000,False,True
98,4,36,326000,True,False
153,4,38,377000,False,False
110,4,35,340000,False,True
172,3,25,372000,True,False
183,3,8,417000,False,False
58,4,17,324000,False,True
55,5,18,369000,True,False
122,3,12,348000,False,True
152,2,33,286000,False,False
90,3,23,294000,False,True
163,5,12,489000,True,False
57,1,11,185000,False,False
121,3,13,345000,False,True
141,4,35,371000,True,False
111,4,27,357000,True,False
133,4,25,383000,False,False
111,1,40,181000,False,False
160,5,3,504000,False,True
176,2,49,278000,True,False
56,5,25,356000,False,False
133,1,45,193000,True,False
181,4,10,461000,False,True
183,5,17,499000,False,False
107,2,3,301000,False,True
71,4,45,281000,False,True
176,2,22,332000,False,False
52,3,38,226000,False,True
176,2,14,348000,True,False
90,4,27,336000,False,False
155,3,42,321000,True,False
63,4,20,323000,False,True
61,4,48,265000,False,False
136,3,18,350000,True,False
61,2,13,235000,True,False
190,1,42,256000,True,False
74,1,6,212000,True,False
94,1,10,224000,True,False
171,1,37,247000,False,True
196,5,29,488000,False,True
104,1,6,242000,False,True
149,3,39,321000,False,True
185,1,11,313000,False,True
168,4,48,372000,False,True
102,1,25,202000,False,True
81,2,44,193000,True,False
100,3,44,262000,False,True
93,3,30,283000,True,False
131,5,20,441000,False,False
195,4,37,421000,False,True
199,3,16,417000,True,False
86,2,31,224000,False,False
145,1,29,237000,False,False
105,3,6,343000,True,False
154,2,29,296000,True,False
108,1,32,194000,True,False
180,5,9,512000,False,True
84,3,37,260000,False,False
142,3,23,346000,False,True
146,2,16,314000,False,True
184,4,18,448000,False,True
125,5,19,437000,False,False
98,4,44,310000,False,False
143,3,2,389000,False,False
73,4,10,353000,True,False
197,1,12,323000,False,True
86,5,46,344000,True,False
53,4,18,317000,True,False
157,1,19,269000,False,True
175,2,38,299000,False,False
69,4,37,295000,False,True
99,5,27,395000,True,False
145,1,48,199000,False,False
154,4,14,426000,False,False
166,2,45,276000,True,False
147,4,34,379000,False,False
115,1,2,261000,False,False
128,4,44,340000,False,True
55,5,33,339000,False,True
88,3,19,300000,True,False
164,1,27,260000,True,False
174,1,48,228000,True,False
61,1,30,151000,False,False
180,1,7,316000,True,False
67,4,27,313000,False,True
89,5,21,397000,False,False
70,2,7,256000,True,False
192,5,48,446000,False,False
148,1,25,248000,False,False
75,4,38,299000,False,False
57,4,18,321000,True,False
149,1,33,233000,False,False
136,4,33,370000,False,False
91,1,32,177000,False,False
63,5,25,363000,False,True
127,3,14,349000,True,False
51,4,38,275000,False,True
168,1,38,242000,False,False
86,1,4,228000,False,False
118,4,44,330000,False,True
90,2,18,254000,False,False
111,1,10,241000,False,True
109,4,35,339000,False,False
174,1,35,254000,False,False
160,2,40,280000,False,False
63,3,23,267000,False,False
133,2,25,283000,True,False
179,5,1,527000,True,False
119,4,18,383000,True,False
194,2,15,364000,False,True
172,3,25,372000,False,True
138,1,32,224000,False,True
77,4,20,337000,False,True
115,2,17,281000,True,False
54,3,11,282000,False,True
94,2,13,268000,False,True
96,5,25,396000,False,True
80,4,20,340000,False,False
188,1,25,288000,False,True
59,3,42,225000,False,False
167,2,45,277000,False,True
63,4,49,265000,False,True
129,2,31,267000,False,False
142,4,1,440000,False,True
59,5,16,377000,False,False
125,2,48,229000,False,True
143,5,28,437000,False,True
154,3,21,362000,False,False
50,5,30,340000,True,False
182,4,3,476000,False,False
69,3,34,251000,True,False
57,2,6,245000,False,False
50,2,43,164000,True,False
106,4,29,348000,False,True
113,1,3,257000,True,False
167,1,33,251000,False,True
77,2,11,255000,False,False
170,4,45,380000,True,False
156,1,5,296000,False,True
98,5,32,384000,False,False
169,2,47,275000,True,False
93,5,18,407000,False,True
105,4,47,311000,True,False
160,5,20,470000,True,False
183,1,39,255000,False,True
157,1,49,209000,False,True
197,3,40,367000,False,False
163,2,28,307000,False,True
127,4,13,401000,False,True
179,2,26,327000,True,False
86,5,16,404000,False,True
69,4,25,319000,True,False
75,4,10,355000,True,False
78,1,29,170000,False,True
50,5,46,308000,False,True
168,1,38,242000,False,True
84,1,20,194000,False,True
108,3,26,306000,False,False
118,1,32,204000,True,False
61,2,39,183000,False,False
69,4,38,293000,False,False
92,1,49,144000,True,False
175,2,24,327000,False,False
99,5,31,387000,False,True
78,4,40,298000,False,True
88,5,12,414000,False,True
87,2,36,215000,False,True
133,5,10,463000,True,False
177,5,6,515000,False,True
175,5,7,511000,True,False
94,1,31,182000,True,False
